"source","target","source_description","target_description","contingency"
"CL","QN","Call attention to hearer by name or by substitute exclamations","Ask a product-question (wh-question)",1
"CL","RD","Call attention to hearer by name or by substitute exclamations","Refuse to carry out an act requested or proposed by other.",1
"CL","RP","Call attention to hearer by name or by substitute exclamations","Request propose or suggest an action for hearer or for hearer and speaker.",1
"CL","RQ","Call attention to hearer by name or by substitute exclamations","Yes/no question or suggestion about hearer's wishes and intentions",1
"CL","RR","Call attention to hearer by name or by substitute exclamations","Request to repeat utterance.",1
"CL","RT","Call attention to hearer by name or by substitute exclamations","Repeat or imitate other's utterance.",1
"CL","SA","Call attention to hearer by name or by substitute exclamations","Answer a wh-question with a statement.",1
"CL","SI","Call attention to hearer by name or by substitute exclamations","State intent to carry out act by speaker.",1
"CL","ST","Call attention to hearer by name or by substitute exclamations","Make a declarative statement.",1
"CL","TA","Call attention to hearer by name or by substitute exclamations","Answer a limited-alternative question.",1
"CL","TO","Call attention to hearer by name or by substitute exclamations","Mark transfer of object to hearer",1
"CL","TQ","Call attention to hearer by name or by substitute exclamations","Ask a limited-alternative yes/no question.",1
"CL","TX","Call attention to hearer by name or by substitute exclamations","Read or recite written text aloud.",1
"CL","WD","Call attention to hearer by name or by substitute exclamations","Warn of danger.",1
"CL","YQ","Call attention to hearer by name or by substitute exclamations","Ask a yes/no question.",1
"CL","YY","Call attention to hearer by name or by substitute exclamations","Make a word-like utterance without clear function.",0
"CM","AA","Commiserate express sympathy for hearer's distress.","Answer in the affirmative to yes/no question.",0
"CM","AC","Commiserate express sympathy for hearer's distress.","Answer calls/ show attentiveness to communications.",0
"CM","AD","Commiserate express sympathy for hearer's distress.","Agree to carry out an act requested or proposed by other.",0
"CM","AN","Commiserate express sympathy for hearer's distress.","Answer in the negative to yes/no question",0
"CM","AP","Commiserate express sympathy for hearer's distress.","Agree with proposition or proposal expressed by previous speaker",0
"CM","CL","Commiserate express sympathy for hearer's distress.","Call attention to hearer by name or by substitute exclamations",1
"CM","CM","Commiserate express sympathy for hearer's distress.","Commiserate express sympathy for hearer's distress.",0
"CM","CN","Commiserate express sympathy for hearer's distress.","Count.",1
"CM","CT","Commiserate express sympathy for hearer's distress.","Correct provide correct verbal form in place of erroneous one.",1
"CM","DP","Commiserate express sympathy for hearer's distress.","Declare make-believe reality.",1
"CM","DW","Commiserate express sympathy for hearer's distress.","Disagree with proposition expressed by previous speaker.",0
"CM","EI","Commiserate express sympathy for hearer's distress.","Elicit imitation of word or sentence by modelling or by explicit command",1
"CM","ET","Commiserate express sympathy for hearer's distress.","Express enthusiasm for hearer's performance.",1
"CM","FP","Commiserate express sympathy for hearer's distress.","Ask for permission to carry out act.",1
"CM","MK","Commiserate express sympathy for hearer's distress.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"CM","OO","Commiserate express sympathy for hearer's distress.","Unintelligible vocalization.",0
"CM","PF","Commiserate express sympathy for hearer's distress.","Prohibit/forbid/protest hearer's performance of an act",1
"CM","PR","Commiserate express sympathy for hearer's distress.","Perform verbal move in game.",1
"CM","QN","Commiserate express sympathy for hearer's distress.","Ask a product-question (wh-question)",1
"CM","RD","Commiserate express sympathy for hearer's distress.","Refuse to carry out an act requested or proposed by other.",0
"CM","RP","Commiserate express sympathy for hearer's distress.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"CM","RQ","Commiserate express sympathy for hearer's distress.","Yes/no question or suggestion about hearer's wishes and intentions",1
"CM","RR","Commiserate express sympathy for hearer's distress.","Request to repeat utterance.",1
"CM","RT","Commiserate express sympathy for hearer's distress.","Repeat or imitate other's utterance.",1
"CM","SA","Commiserate express sympathy for hearer's distress.","Answer a wh-question with a statement.",0
"CM","SI","Commiserate express sympathy for hearer's distress.","State intent to carry out act by speaker.",1
"CM","ST","Commiserate express sympathy for hearer's distress.","Make a declarative statement.",1
"CM","TO","Commiserate express sympathy for hearer's distress.","Mark transfer of object to hearer",1
"CM","TQ","Commiserate express sympathy for hearer's distress.","Ask a limited-alternative yes/no question.",1
"CM","YQ","Commiserate express sympathy for hearer's distress.","Ask a yes/no question.",1
"CM","YY","Commiserate express sympathy for hearer's distress.","Make a word-like utterance without clear function.",0
"CN","AA","Count.","Answer in the affirmative to yes/no question.",0
"CN","AB","Count.","Approve of appropriate behavior.",1
"CN","AC","Count.","Answer calls/ show attentiveness to communications.",0
"CN","AD","Count.","Agree to carry out an act requested or proposed by other.",0
"CN","AP","Count.","Agree with proposition or proposal expressed by previous speaker",0
"CN","CL","Count.","Call attention to hearer by name or by substitute exclamations",1
"CN","CN","Count.","Count.",1
"CN","CS","Count.","Counter-suggestion/ an indirect refusal.",0
"CN","CT","Count.","Correct provide correct verbal form in place of erroneous one.",1
"CN","DC","Count.","Create a new state of affairs by declaration",1
"CN","DP","Count.","Declare make-believe reality.",1
"CN","DS","Count.","Disapprove scold protest disruptive behavior.",1
"CN","DW","Count.","Disagree with proposition expressed by previous speaker.",0
"CN","EA","Count.","Elicit onomatopoeic or animal sounds.",1
"CN","EC","Count.","Elicit completion of word or sentence.",1
"CN","ED","Count.","Exclaim in disapproval.",1
"CN","EI","Count.","Elicit imitation of word or sentence by modelling or by explicit command",1
"CN","ET","Count.","Express enthusiasm for hearer's performance.",1
"CN","FP","Count.","Ask for permission to carry out act.",1
"CN","GR","Count.","Give reason/ justify a request for an action refusal or prohibition",1
"CN","MK","Count.","Mark occurrence of event (thank greet apologize congratulate etc.).",1
"CN","OO","Count.","Unintelligible vocalization.",0
"CN","PA","Count.","Permit hearer to perform act.",1
"CN","PD","Count.","Promise.",1
"CN","PF","Count.","Prohibit/forbid/protest hearer's performance of an act",1
"CN","PM","Count.","Praise for motor acts i.e for nonverbal behavior.",1
"CN","PR","Count.","Perform verbal move in game.",1
"CN","QN","Count.","Ask a product-question (wh-question)",1
"CN","RD","Count.","Refuse to carry out an act requested or proposed by other.",0
"CN","RP","Count.","Request propose or suggest an action for hearer or for hearer and speaker.",1
"CN","RQ","Count.","Yes/no question or suggestion about hearer's wishes and intentions",1
"CN","RR","Count.","Request to repeat utterance.",1
"CN","RT","Count.","Repeat or imitate other's utterance.",1
"CN","SA","Count.","Answer a wh-question with a statement.",0
"CN","SI","Count.","State intent to carry out act by speaker.",1
"CN","SS","Count.","Signal to start performing an act such as running or rolling a ball",1
"CN","ST","Count.","Make a declarative statement.",1
"CN","TO","Count.","Mark transfer of object to hearer",1
"CN","TQ","Count.","Ask a limited-alternative yes/no question.",1
"CN","TX","Count.","Read or recite written text aloud.",1
"CN","XA","Count.","Exhibit attentiveness to hearer.",1
"CN","YQ","Count.","Ask a yes/no question.",1
"CN","YY","Count.","Make a word-like utterance without clear function.",0
"CR","AD","Criticize or point out error in nonverbal act.","Agree to carry out an act requested or proposed by other.",0
